Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/LunaMenApparel/Page_Bottoms - Men/div_48.00_option-label-color-93-item-49""))",Chrome 119.0.0.0,,,2023-11-29 17:32:31,2023-11-29 17:32:32,1.018s,PASSED
"click(findTestObject(""Object Repository/LunaMenApparel/Page_Bottoms - Men/button_Add to Cart""))",Chrome 119.0.0.0,,,2023-11-29 17:32:32,2023-11-29 17:32:35,3.655s,PASSED
"click(findTestObject(""Object Repository/LunaMenApparel/Page_Bottoms - Men/a_shopping cart""))",Chrome 119.0.0.0,,,2023-11-29 17:32:35,2023-11-29 17:32:49,13.478s,PASSED
"click(findTestObject(""Object Repository/LunaMenApparel/Page_Shopping Cart/img""))",Chrome 119.0.0.0,,,2023-11-29 17:32:49,2023-11-29 17:32:56,7.333s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-29 17:32:56,2023-11-29 17:32:57,0.866s,PASSED
,,,,,,,
Test Cases/LunaWatches,Chrome 119.0.0.0,,,2023-11-29 17:32:57,2023-11-29 17:33:30,33.407s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-29 17:32:58,2023-11-29 17:32:59,1.351s,PASSED
"navigateToUrl(""https://magento.softwaretestingboard.com/"")",Chrome 119.0.0.0,,,2023-11-29 17:32:59,2023-11-29 17:33:04,4.613s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-29 17:33:04,2023-11-29 17:33:04,0.139s,PASSED
"mouseOver(findTestObject(""Object Repository/LunaWatches/Page_Home Page/a_Gear""))",Chrome 119.0.0.0,,,2023-11-29 17:33:04,2023-11-29 17:33:06,2.839s,PASSED
"click(findTestObject(""Object Repository/LunaWatches/Page_Gear/span_Watches""))",Chrome 119.0.0.0,,,2023-11-29 17:33:06,2023-11-29 17:33:12,5.279s,PASSED
"click(findTestObject(""Object Repository/LunaWatches/Page_Watches - Gear/a_List""))",Chrome 119.0.0.0,,,2023-11-29 17:33:12,2023-11-29 17:33:15,3.425s,PASSED
"click(findTestObject(""Object Repository/LunaWatches/Page_Watches - Gear/button_Add to Cart""))",Chrome 119.0.0.0,,,2023-11-29 17:33:15,2023-11-29 17:33:16,0.570s,PASSED
"setText(findTestObject(""Object Repository/LunaWatches/Page_Didi Sport Watch/input_Qty_qty""), ""4"")",Chrome 119.0.0.0,,,2023-11-29 17:33:16,2023-11-29 17:33:22,6.660s,PASSED
"click(findTestObject(""Object Repository/LunaWatches/Page_Didi Sport Watch/span_Add to Cart""))",Chrome 119.0.0.0,,,2023-11-29 17:33:22,2023-11-29 17:33:23,0.441s,PASSED
"click(findTestObject(""Object Repository/LunaWatches/Page_Didi Sport Watch/a_Home""))",Chrome 119.0.0.0,,,2023-11-29 17:33:23,2023-11-29 17:33:30,7.564s,PASSED
